,Type,Study Region,Contractor,Year,Value,k_labels,colors,Rank
1460,Potable Reuse,Southern California,Coachella Valley Water District,2045,3,6,#CCCCFF,
1461,Potable Reuse,Southern California,Crestline-Lake Arrowhead Water Agency,2045,3,6,#CCCCFF,
1462,Potable Reuse,Southern California,Desert Water Agency,2045,3,6,#CCCCFF,
1463,Potable Reuse,Southern California,Metropolitan Water District of Southern California,2045,3,6,#CCCCFF,
1464,Potable Reuse,Southern California,Mojave Water Agency,2045,3,6,#CCCCFF,
1465,Potable Reuse,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2045,3,6,#CCCCFF,
1466,Potable Reuse,Southern California,San Bernardino Valley Municipal Water District,2045,3,6,#CCCCFF,
1467,Potable Reuse,Southern California,San Gabriel Valley Municipal Water District,2045,3,6,#CCCCFF,
1468,Potable Reuse,Southern California,San Gorgonio Pass Water Agency,2045,3,6,#CCCCFF,
1469,Potable Reuse,Southern California,Ventura County Watershed Protection District,2045,3,6,#CCCCFF,
